Strain Name,Virus Type,GenBank Accession,Sequence Length,Pango Genome Lineage,Collection Date,Host,GenBank Host,Country,Mol Type
SAR/2/13/2,Foot-and-mouth disease virus - type SAT 2,MG844291,384,-N/A-,2013,Cattle,Bos taurus,South Africa,genomic RNA
SAR/3/13/2,Foot-and-mouth disease virus - type SAT 2,MG844292,384,-N/A-,2013,Cattle,Bos taurus,South Africa,genomic RNA
SAR/5/13/2,Foot-and-mouth disease virus - type SAT 2,MG844293,384,-N/A-,2013,Cattle,Bos taurus,South Africa,genomic RNA
SAR/11/13/2,Foot-and-mouth disease virus - type SAT 2,MG844294,384,-N/A-,2013,Cattle,Bos taurus,South Africa,genomic RNA
SAR/14/13/2,Foot-and-mouth disease virus - type SAT 2,MG844295,384,-N/A-,2013,Cattle,Bos taurus,South Africa,genomic RNA
SAR/15/13/2,Foot-and-mouth disease virus - type SAT 2,MG844296,384,-N/A-,2013,Cattle,Bos taurus,South Africa,genomic RNA
SAR/16/13/2,Foot-and-mouth disease virus - type SAT 2,MG844297,384,-N/A-,2013,Cattle,Bos taurus,South Africa,genomic RNA
SAR/17/13/2,Foot-and-mouth disease virus - type SAT 2,MG844298,384,-N/A-,2013,Cattle,Bos taurus,South Africa,genomic RNA
SAR/18/13/2,Foot-and-mouth disease virus - type SAT 2,MG844299,384,-N/A-,2013,Cattle,Bos taurus,South Africa,genomic RNA
SAR/19/13/2,Foot-and-mouth disease virus - type SAT 2,MG844300,384,-N/A-,2013,Cattle,Bos taurus,South Africa,genomic RNA
SAR/1/14/2,Foot-and-mouth disease virus - type SAT 2,MG844301,384,-N/A-,2014,Cattle,Bos taurus,South Africa,genomic RNA
SAR/2/14/2,Foot-and-mouth disease virus - type SAT 2,MG844302,384,-N/A-,2014,Cattle,Bos taurus,South Africa,genomic RNA
SAR/3/14/2,Foot-and-mouth disease virus - type SAT 2,MG844303,384,-N/A-,2014,Cattle,Bos taurus,South Africa,genomic RNA
SAR/4/14/2,Foot-and-mouth disease virus - type SAT 2,MG844304,384,-N/A-,2014,Cattle,Bos taurus,South Africa,genomic RNA
SAR/1/15/2,Foot-and-mouth disease virus - type SAT 2,MG844305,384,-N/A-,2015,Cattle,Bos taurus,South Africa,genomic RNA
KNP/1/11/2,Foot-and-mouth disease virus - type SAT 2,MG844306,384,-N/A-,2011,Antelope,Aepyceros melampus,South Africa,genomic RNA
SAR/1/10/2,Foot-and-mouth disease virus - type SAT 2,MG844307,384,-N/A-,2010,Bovine,Syncerus caffer,South Africa,genomic RNA
MOZ/7/14/2,Foot-and-mouth disease virus - type SAT 2,MG844308,384,-N/A-,2014,Cattle,Bos taurus,Mozambique,genomic RNA
MOZ/8/14/2,Foot-and-mouth disease virus - type SAT 2,MG844309,384,-N/A-,2014,Cattle,Bos taurus,Mozambique,genomic RNA
MOZ/9/14/2,Foot-and-mouth disease virus - type SAT 2,MG844310,384,-N/A-,2014,Cattle,Bos taurus,Mozambique,genomic RNA
MOZ/10/14/2,Foot-and-mouth disease virus - type SAT 2,MG844311,384,-N/A-,2014,Cattle,Bos taurus,Mozambique,genomic RNA
NAM/1/15/2,Foot-and-mouth disease virus - type SAT 2,MG844312,384,-N/A-,2015,Cattle,Bos taurus,Namibia,genomic RNA
MOZ/2/15/2,Foot-and-mouth disease virus - type SAT 2,MG844313,384,-N/A-,2015,Cattle,Bos taurus,Mozambique,genomic RNA
MOZ/1A/15/2,Foot-and-mouth disease virus - type SAT 2,MG844314,384,-N/A-,2015,Antelope,Aepyceros melampus,Mozambique,genomic RNA
O/NIG/PL/NV/2018,Foot-and-mouth disease virus - type O,OM022642,7713,-N/A-,07-10-18,Cattle,cattle,Nigeria,genomic RNA
O/NIG/PL/JS/KA/2/2017,Foot-and-mouth disease virus - type O,OM022643,7491,-N/A-,11/15/2017,Cattle,cattle,Nigeria,genomic RNA
O/NIG/PL/BLD/02A/2017,Foot-and-mouth disease virus - type O,OM022644,7728,-N/A-,11-10-17,Cattle,cattle,Nigeria,genomic RNA
O/NIG/PL/BLD/02B/2017,Foot-and-mouth disease virus - type O,OM022645,7007,-N/A-,11-10-17,Cattle,cattle,Nigeria,genomic RNA
O/NIG/PL/BLD/03A/2017,Foot-and-mouth disease virus - type O,OM022646,7402,-N/A-,11-10-17,Cattle,cattle,Nigeria,genomic RNA
O/NIG/PL/BLD/03B/2017,Foot-and-mouth disease virus - type O,OM022647,6972,-N/A-,11-10-17,Cattle,cattle,Nigeria,genomic RNA
O/NIG/PL/IDF/1/2017,Foot-and-mouth disease virus - type O,OM022648,7452,-N/A-,09-07-17,Cattle,cattle,Nigeria,genomic RNA
O/NIG/PL/IDH/3/2017,Foot-and-mouth disease virus - type O,OM022649,7623,-N/A-,09-07-17,Cattle,cattle,Nigeria,genomic RNA
FMDV/SAT2/Egy/Port Said/2018,Foot-and-mouth disease virus - type SAT 2,MZ146909,421,-N/A-,2018,Cattle,cattle,Egypt,genomic RNA
FMDV/SAT2/EGY/Suez/2018,Foot-and-mouth disease virus - type SAT 2,MZ146910,523,-N/A-,2018,Cattle,cattle,Egypt,genomic RNA
FMDV/SAT2/EGY/Kaliobia/2018,Foot-and-mouth disease virus - type SAT 2,MZ097477,421,-N/A-,2018,Cattle,cattle,Egypt,genomic RNA
FMDV/SAT2/EGY/Menoufia/2018,Foot-and-mouth disease virus - type SAT 2,MZ097478,340,-N/A-,2018,Buffalo,Buffalo,Egypt,genomic RNA
FMDV/SAT2/EGY/Sharkia/2018,Foot-and-mouth disease virus - type SAT 2,MZ097479,531,-N/A-,2018,Cattle,cattle,Egypt,genomic RNA
FMDV/SAT2/EGY/Behaira/2018,Foot-and-mouth disease virus - type SAT 2,MZ097480,520,-N/A-,2018,Buffalo,Buffalo,Egypt,genomic RNA
FMDV/SAT2/EGY/Dakahlia1/2018,Foot-and-mouth disease virus - type SAT 2,MZ097481,523,-N/A-,2018,Cattle,cattle,Egypt,genomic RNA
FMDV/SAT2/Egy/Dakahlia2/2018,Foot-and-mouth disease virus - type SAT 2,MZ097482,520,-N/A-,2018,Cattle,cattle,Egypt,genomic RNA
FMDV/SAT2/EGY/Ismailia/2018/VP1,Foot-and-mouth disease virus - type SAT 2,MZ097483,522,-N/A-,2018,Cattle,cattle,Egypt,genomic RNA
EGY/5/2014,Foot-and-mouth disease virus - type O,OM221186,639,-N/A-,01-06-14,Cattle,cattle,Egypt,genomic RNA
EGY/23/2014,Foot-and-mouth disease virus - type O,OM221187,639,-N/A-,04-07-14,Cattle,cattle,Egypt,genomic RNA
EGY/25/2014,Foot-and-mouth disease virus - type O,OM221188,639,-N/A-,04/22/2014,Cattle,cattle,Egypt,genomic RNA
EGY/26/2014,Foot-and-mouth disease virus - type O,OM221189,639,-N/A-,04/22/2014,Cattle,cattle,Egypt,genomic RNA
EGY/27/2014,Foot-and-mouth disease virus - type O,OM221190,639,-N/A-,05-05-14,Cattle,cattle,Egypt,genomic RNA
ERI/2/2004,Foot-and-mouth disease virus - type O,OM221236,639,-N/A-,06/30/2004,Cattle,cattle,Eritrea,genomic RNA
ERI/3/2004,Foot-and-mouth disease virus - type O,OM221237,639,-N/A-,06/30/2004,Cattle,cattle,Eritrea,genomic RNA
ERI/21/2004,Foot-and-mouth disease virus - type O,OM221238,639,-N/A-,06/30/2004,Cattle,cattle,Eritrea,genomic RNA
ERI/22/2004,Foot-and-mouth disease virus - type O,OM221239,639,-N/A-,06/30/2004,Cattle,cattle,Eritrea,genomic RNA
ERI/1/2011,Foot-and-mouth disease virus - type O,OM221240,639,-N/A-,11/16/2011,Cattle,cattle,Eritrea,genomic RNA
ERI/2/2011,Foot-and-mouth disease virus - type O,OM221241,639,-N/A-,11/17/2011,Cattle,cattle,Eritrea,genomic RNA
SEL/13/2018,Foot-and-mouth disease virus - type O,OM221282,639,-N/A-,07/29/2018,Cattle,cattle,Sierra Leone,genomic RNA
SEN/1/2018,Foot-and-mouth disease virus - type O,OM221283,639,-N/A-,07/29/2018,Cattle,cattle,Senegal,genomic RNA
SEN/2/2018,Foot-and-mouth disease virus - type O,OM221284,639,-N/A-,07/28/2018,Swine,pig,Senegal,genomic RNA
SEN/4/2018,Foot-and-mouth disease virus - type O,OM221285,639,-N/A-,07-11-18,Cattle,cattle,Senegal,genomic RNA
SEN/6/2018,Foot-and-mouth disease virus - type O,OM221286,639,-N/A-,07-12-18,Cattle,cattle,Senegal,genomic RNA
SOM/2/2007,Foot-and-mouth disease virus - type O,OM221290,639,-N/A-,12/23/2007,Cattle,cattle,Somalia,genomic RNA
BKF/1/2018,Foot-and-mouth disease virus - type O,OM221171,639,-N/A-,07-02-18,Cattle,cattle,Burkina Faso,genomic RNA
SOM/4/2007,Foot-and-mouth disease virus - type O,OM221291,639,-N/A-,12/25/2007,Cattle,cattle,Somalia,genomic RNA
BKF/2/2018,Foot-and-mouth disease virus - type O,OM221172,639,-N/A-,07-02-18,Cattle,cattle,Burkina Faso,genomic RNA
BKF/4/2018,Foot-and-mouth disease virus - type O,OM221173,639,-N/A-,07-02-18,Cattle,cattle,Burkina Faso,genomic RNA
BKF/7/2018,Foot-and-mouth disease virus - type O,OM221174,639,-N/A-,07-06-18,Cattle,cattle,Burkina Faso,genomic RNA
GAM/1/2018,Foot-and-mouth disease virus - type O,OM221253,639,-N/A-,07/23/2018,Cattle,cattle,Gambia,genomic RNA
GAM/2/2018,Foot-and-mouth disease virus - type O,OM221254,639,-N/A-,07/23/2018,Cattle,cattle,Gambia,genomic RNA
K101/80,Foot-and-mouth disease virus - type O,OM221255,639,-N/A-,06/30/1980,Cattle,cattle,Kenya,genomic RNA
K22/82,Foot-and-mouth disease virus - type O,OM221256,639,-N/A-,06/30/1982,Cattle,cattle,Kenya,genomic RNA
K201/83,Foot-and-mouth disease virus - type O,OM221257,639,-N/A-,06/30/1983,Cattle,cattle,Kenya,genomic RNA
K8/84,Foot-and-mouth disease virus - type O,OM221258,639,-N/A-,06/30/1984,Cattle,cattle,Kenya,genomic RNA
KEN/3/98,Foot-and-mouth disease virus - type O,OM221259,639,-N/A-,04/14/1998,Cattle,cattle,Kenya,genomic RNA
LIB/54/2012,Foot-and-mouth disease virus - type O,OM221260,639,-N/A-,04/19/2012,Unknown,sheep/goat,Libya,genomic RNA
NIG/4/2016,Foot-and-mouth disease virus - type O,OM221261,639,-N/A-,07/19/2016,Cattle,cattle,Nigeria,genomic RNA
ERI/13/2011,Foot-and-mouth disease virus - type O,OM221247,639,-N/A-,12-05-11,Swine,pig,Eritrea,genomic RNA
ERI/14/2011,Foot-and-mouth disease virus - type O,OM221248,639,-N/A-,12-05-11,Swine,pig,Eritrea,genomic RNA
ERI/15/2011,Foot-and-mouth disease virus - type O,OM221249,639,-N/A-,12-05-11,Swine,pig,Eritrea,genomic RNA
EGY/3/2015,Foot-and-mouth disease virus - type O,OM221196,639,-N/A-,05/27/2015,Cattle,cattle,Egypt,genomic RNA
EGY/9/2015,Foot-and-mouth disease virus - type O,OM221197,639,-N/A-,09/21/2015,Cattle,cattle,Egypt,genomic RNA
EGY/10/2015,Foot-and-mouth disease virus - type O,OM221198,639,-N/A-,10-07-15,Cattle,cattle,Egypt,genomic RNA
NIG/5/2016,Foot-and-mouth disease virus - type O,OM221262,639,-N/A-,07/19/2016,Cattle,cattle,Nigeria,genomic RNA
NIG/6/2016,Foot-and-mouth disease virus - type O,OM221263,639,-N/A-,07/19/2016,Cattle,cattle,Nigeria,genomic RNA
NIG/7/2016,Foot-and-mouth disease virus - type O,OM221264,639,-N/A-,07-03-16,Sheep,sheep,Nigeria,genomic RNA
NIG/9/2016,Foot-and-mouth disease virus - type O,OM221265,639,-N/A-,07-03-16,Cattle,cattle,Nigeria,genomic RNA
NIG/10/2016,Foot-and-mouth disease virus - type O,OM221266,639,-N/A-,07-03-16,Cattle,cattle,Nigeria,genomic RNA
NIG/11/2016,Foot-and-mouth disease virus - type O,OM221267,639,-N/A-,07-03-16,Cattle,cattle,Nigeria,genomic RNA
EGY/17/2016,Foot-and-mouth disease virus - type O,OM221212,639,-N/A-,03/24/2016,Cattle,cattle,Egypt,genomic RNA
EGY/18/2016,Foot-and-mouth disease virus - type O,OM221213,639,-N/A-,03/27/2016,Cattle,cattle,Egypt,genomic RNA
EGY/4/2017,Foot-and-mouth disease virus - type O,OM221214,639,-N/A-,01/30/2017,Bovine,water buffalo,Egypt,genomic RNA
EGY/6/2017,Foot-and-mouth disease virus - type O,OM221215,639,-N/A-,02-04-17,Cattle,cattle,Egypt,genomic RNA
EGY/11/2015,Foot-and-mouth disease virus - type O,OM221199,639,-N/A-,11-05-15,Bovine,water buffalo,Egypt,genomic RNA
EGY/13/2015,Foot-and-mouth disease virus - type O,OM221200,639,-N/A-,12-03-15,Cattle,cattle,Egypt,genomic RNA
EGY/14/2015,Foot-and-mouth disease virus - type O,OM221201,639,-N/A-,12/29/2015,Cattle,cattle,Egypt,genomic RNA
EGY/4/2016,Foot-and-mouth disease virus - type O,OM221202,639,-N/A-,01/19/2016,Cattle,cattle,Egypt,genomic RNA
EGY/5/2016,Foot-and-mouth disease virus - type O,OM221203,639,-N/A-,01/19/2016,Cattle,cattle,Egypt,genomic RNA
EGY/7/2016,Foot-and-mouth disease virus - type O,OM221204,639,-N/A-,02/20/2016,Bovine,water buffalo,Egypt,genomic RNA
ERI/16/2011,Foot-and-mouth disease virus - type O,OM221250,639,-N/A-,12-05-11,Swine,pig,Eritrea,genomic RNA
ERI/17/2011,Foot-and-mouth disease virus - type O,OM221251,639,-N/A-,12-05-11,Cattle,cattle,Eritrea,genomic RNA
ERI/18/2011,Foot-and-mouth disease virus - type O,OM221252,639,-N/A-,12-05-11,Cattle,cattle,Eritrea,genomic RNA
EGY/17/2017,Foot-and-mouth disease virus - type O,OM221223,639,-N/A-,02/27/2017,Cattle,cattle,Egypt,genomic RNA
EGY/19/2017,Foot-and-mouth disease virus - type O,OM221224,639,-N/A-,03-08-17,Cattle,cattle,Egypt,genomic RNA
EGY/21/2017,Foot-and-mouth disease virus - type O,OM221225,639,-N/A-,03/13/2017,Cattle,cattle,Egypt,genomic RNA
EGY/22/2017,Foot-and-mouth disease virus - type O,OM221226,639,-N/A-,03/19/2017,Bovine,water buffalo,Egypt,genomic RNA
EGY/8/2016,Foot-and-mouth disease virus - type O,OM221205,639,-N/A-,02/22/2016,Cattle,cattle,Egypt,genomic RNA
EGY/9/2016,Foot-and-mouth disease virus - type O,OM221206,639,-N/A-,02/24/2016,Cattle,cattle,Egypt,genomic RNA
EGY/10/2016,Foot-and-mouth disease virus - type O,OM221207,639,-N/A-,03-07-16,Cattle,cattle,Egypt,genomic RNA
EGY/11/2016,Foot-and-mouth disease virus - type O,OM221208,639,-N/A-,03-07-16,Cattle,cattle,Egypt,genomic RNA
EGY/12/2016,Foot-and-mouth disease virus - type O,OM221209,639,-N/A-,03-07-16,Cattle,cattle,Egypt,genomic RNA
EGY/14/2016,Foot-and-mouth disease virus - type O,OM221210,639,-N/A-,03-10-16,Cattle,cattle,Egypt,genomic RNA
EGY/16/2016,Foot-and-mouth disease virus - type O,OM221211,639,-N/A-,03/14/2016,Cattle,cattle,Egypt,genomic RNA
NIG/18/2016,Foot-and-mouth disease virus - type O,OM221274,639,-N/A-,07/13/2016,Cattle,cattle,Nigeria,genomic RNA
NIG/19/2016,Foot-and-mouth disease virus - type O,OM221275,639,-N/A-,07/13/2016,Cattle,cattle,Nigeria,genomic RNA
NIG/21/2016,Foot-and-mouth disease virus - type O,OM221276,639,-N/A-,07/30/2016,Cattle,cattle,Nigeria,genomic RNA
EGY/28/2013,Foot-and-mouth disease virus - type O,OM221181,639,-N/A-,12/22/2013,Bovine,water buffalo,Egypt,genomic RNA
EGY/29/2013,Foot-and-mouth disease virus - type O,OM221182,639,-N/A-,12/26/2013,Bovine,water buffalo,Egypt,genomic RNA
EGY/1/2014,Foot-and-mouth disease virus - type O,OM221183,639,-N/A-,01-01-14,Cattle,cattle,Egypt,genomic RNA
EGY/7/2017,Foot-and-mouth disease virus - type O,OM221216,639,-N/A-,02-05-17,Cattle,cattle,Egypt,genomic RNA
EGY/8/2017,Foot-and-mouth disease virus - type O,OM221217,639,-N/A-,02-06-17,Cattle,cattle,Egypt,genomic RNA
EGY/9/2017,Foot-and-mouth disease virus - type O,OM221218,639,-N/A-,02-12-17,Cattle,cattle,Egypt,genomic RNA
EGY/10/2017,Foot-and-mouth disease virus - type O,OM221219,639,-N/A-,02/13/2017,Bovine,water buffalo,Egypt,genomic RNA
EGY/11/2017,Foot-and-mouth disease virus - type O,OM221220,639,-N/A-,02/14/2017,Bovine,water buffalo,Egypt,genomic RNA
EGY/13/2017,Foot-and-mouth disease virus - type O,OM221221,639,-N/A-,02/15/2017,Cattle,cattle,Egypt,genomic RNA
EGY/16/2017,Foot-and-mouth disease virus - type O,OM221222,639,-N/A-,02/22/2017,Cattle,cattle,Egypt,genomic RNA
SEN/9/2018,Foot-and-mouth disease virus - type O,OM221287,639,-N/A-,07/20/2018,Cattle,cattle,Senegal,genomic RNA
ALG/1/2018,Foot-and-mouth disease virus - type O,OM221169,639,-N/A-,07/20/2018,Cattle,cattle,Algeria,genomic RNA
SEN/11/2018,Foot-and-mouth disease virus - type O,OM221288,639,-N/A-,07/31/2018,Cattle,cattle,Senegal,genomic RNA
SOM/1/2007,Foot-and-mouth disease virus - type O,OM221289,639,-N/A-,12/22/2007,Cattle,cattle,Somalia,genomic RNA
ALG/2/2018,Foot-and-mouth disease virus - type O,OM221170,639,-N/A-,07/21/2018,Cattle,cattle,Algeria,genomic RNA
NIG/12/2016,Foot-and-mouth disease virus - type O,OM221268,639,-N/A-,07-09-16,Cattle,cattle,Nigeria,genomic RNA
NIG/13/2016,Foot-and-mouth disease virus - type O,OM221269,639,-N/A-,07-09-16,Cattle,cattle,Nigeria,genomic RNA
NIG/14/2016,Foot-and-mouth disease virus - type O,OM221270,639,-N/A-,07/13/2016,Cattle,cattle,Nigeria,genomic RNA
NIG/15/2016,Foot-and-mouth disease virus - type O,OM221271,639,-N/A-,07/13/2016,Cattle,cattle,Nigeria,genomic RNA
NIG/16/2016,Foot-and-mouth disease virus - type O,OM221272,639,-N/A-,07/13/2016,Cattle,cattle,Nigeria,genomic RNA
NIG/17/2016,Foot-and-mouth disease virus - type O,OM221273,639,-N/A-,07/13/2016,Cattle,cattle,Nigeria,genomic RNA
EGY/25/2017,Foot-and-mouth disease virus - type O,OM221227,639,-N/A-,03/30/2017,Cattle,cattle,Egypt,genomic RNA
EGY/26/2017,Foot-and-mouth disease virus - type O,OM221228,639,-N/A-,04-01-17,Cattle,cattle,Egypt,genomic RNA
EGY/33/2017,Foot-and-mouth disease virus - type O,OM221234,639,-N/A-,04/23/2017,Cattle,cattle,Egypt,genomic RNA
ERI/1/2004,Foot-and-mouth disease virus - type O,OM221235,639,-N/A-,06/30/2004,Cattle,cattle,Eritrea,genomic RNA
BKF/8/2018,Foot-and-mouth disease virus - type O,OM221175,639,-N/A-,07-06-18,Cattle,cattle,Burkina Faso,genomic RNA
BKF/9/2018,Foot-and-mouth disease virus - type O,OM221176,639,-N/A-,07-06-18,Cattle,cattle,Burkina Faso,genomic RNA
BKF/15/2018,Foot-and-mouth disease virus - type O,OM221177,639,-N/A-,07/18/2018,Cattle,cattle,Burkina Faso,genomic RNA
EGY/26/2012,Foot-and-mouth disease virus - type O,OM221178,639,-N/A-,04/25/2012,Sheep,sheep,Egypt,genomic RNA
EGY/27/2017,Foot-and-mouth disease virus - type O,OM221229,639,-N/A-,04-05-17,Cattle,cattle,Egypt,genomic RNA
EGY/28/2017,Foot-and-mouth disease virus - type O,OM221230,639,-N/A-,04-11-17,Cattle,cattle,Egypt,genomic RNA
EGY/30/2017,Foot-and-mouth disease virus - type O,OM221231,639,-N/A-,04/15/2017,Cattle,cattle,Egypt,genomic RNA
EGY/31/2017,Foot-and-mouth disease virus - type O,OM221232,639,-N/A-,04/16/2017,Cattle,cattle,Egypt,genomic RNA
EGY/32/2017,Foot-and-mouth disease virus - type O,OM221233,639,-N/A-,04/18/2017,Cattle,cattle,Egypt,genomic RNA
EGY/3/2014,Foot-and-mouth disease virus - type O,OM221184,639,-N/A-,01-05-14,Cattle,cattle,Egypt,genomic RNA
EGY/4/2014,Foot-and-mouth disease virus - type O,OM221185,639,-N/A-,01-05-14,Cattle,cattle,Egypt,genomic RNA
ERI/4/2011,Foot-and-mouth disease virus - type O,OM221242,639,-N/A-,11/17/2011,Cattle,cattle,Eritrea,genomic RNA
ERI/8/2011,Foot-and-mouth disease virus - type O,OM221243,639,-N/A-,12-05-11,Swine,pig,Eritrea,genomic RNA
ERI/10/2011,Foot-and-mouth disease virus - type O,OM221244,639,-N/A-,12-05-11,Swine,pig,Eritrea,genomic RNA
ERI/11/2011,Foot-and-mouth disease virus - type O,OM221245,639,-N/A-,12-05-11,Swine,pig,Eritrea,genomic RNA
ERI/12/2011,Foot-and-mouth disease virus - type O,OM221246,639,-N/A-,12-05-11,Swine,pig,Eritrea,genomic RNA
EGY/27/2012,Foot-and-mouth disease virus - type O,OM221179,639,-N/A-,05-08-12,Cattle,cattle,Egypt,genomic RNA
EGY/25/2013,Foot-and-mouth disease virus - type O,OM221180,639,-N/A-,12-12-13,Cattle,cattle,Egypt,genomic RNA
EGY/28/2014,Foot-and-mouth disease virus - type O,OM221191,639,-N/A-,05-06-14,Cattle,cattle,Egypt,genomic RNA
EGY/29/2014,Foot-and-mouth disease virus - type O,OM221192,639,-N/A-,05-09-14,Cattle,cattle,Egypt,genomic RNA
EGY/32/2014,Foot-and-mouth disease virus - type O,OM221193,639,-N/A-,06/14/2014,Bovine,water buffalo,Egypt,genomic RNA
EGY/34/2014,Foot-and-mouth disease virus - type O,OM221194,639,-N/A-,08/18/2014,Cattle,cattle,Egypt,genomic RNA
EGY/36/2014,Foot-and-mouth disease virus - type O,OM221195,639,-N/A-,10-09-14,Cattle,cattle,Egypt,genomic RNA
FMDV/O/2011,Foot-and-mouth disease virus - type O,OK642671,735,-N/A-,2011,Cattle,cattle,Egypt,genomic RNA
ZAM/1/2010,Foot-and-mouth disease virus - type O,OM259979,639,-N/A-,10/18/2010,Cattle,cattle,Zambia,genomic RNA
ZAM/3/2010,Foot-and-mouth disease virus - type O,OM259980,639,-N/A-,10/18/2010,Cattle,cattle,Zambia,genomic RNA
ZAM/4/2010,Foot-and-mouth disease virus - type O,OM259981,639,-N/A-,10/18/2010,Cattle,cattle,Zambia,genomic RNA
ZAM/15/2019,Foot-and-mouth disease virus - type O,OM259982,639,-N/A-,05/31/2019,Cattle,cattle,Zambia,genomic RNA
ZAM/16/2019,Foot-and-mouth disease virus - type O,OM259983,639,-N/A-,05/31/2019,Cattle,cattle,Zambia,genomic RNA
ZAM/18/2019,Foot-and-mouth disease virus - type O,OM259984,639,-N/A-,06-05-19,Swine,pig,Zambia,genomic RNA
ZAM/20/2019,Foot-and-mouth disease virus - type O,OM259985,639,-N/A-,06/28/2019,Cattle,cattle,Zambia,genomic RNA
ZAM/21/2019,Foot-and-mouth disease virus - type O,OM259986,639,-N/A-,06/28/2019,Cattle,cattle,Zambia,genomic RNA
ZAM/24/2019,Foot-and-mouth disease virus - type O,OM259987,639,-N/A-,07/17/2019,Cattle,cattle,Zambia,genomic RNA
ZAM/26/2019,Foot-and-mouth disease virus - type O,OM259988,639,-N/A-,07/17/2019,Cattle,cattle,Zambia,genomic RNA
ZAM/27/2019,Foot-and-mouth disease virus - type O,OM259989,639,-N/A-,07/17/2019,Cattle,cattle,Zambia,genomic RNA
ZAM/28/2019,Foot-and-mouth disease virus - type O,OM259990,639,-N/A-,08-07-19,Cattle,cattle,Zambia,genomic RNA
ZAM/54/2019,Foot-and-mouth disease virus - type O,OM259991,639,-N/A-,09-01-19,Cattle,cattle,Zambia,genomic RNA
ZAM/55/2019,Foot-and-mouth disease virus - type O,OM259992,639,-N/A-,09-06-19,Cattle,cattle,Zambia,genomic RNA
ZAM/56/2019,Foot-and-mouth disease virus - type O,OM259993,639,-N/A-,09-06-19,Cattle,cattle,Zambia,genomic RNA
ZAM/57/2019,Foot-and-mouth disease virus - type O,OM259994,639,-N/A-,10-01-19,Cattle,cattle,Zambia,genomic RNA
ZAM/58/2019,Foot-and-mouth disease virus - type O,OM259995,639,-N/A-,10-01-19,Cattle,cattle,Zambia,genomic RNA
ZAM/60/2019,Foot-and-mouth disease virus - type O,OM259996,639,-N/A-,10/17/2019,Cattle,cattle,Zambia,genomic RNA
ZAM/62/2019,Foot-and-mouth disease virus - type O,OM259997,639,-N/A-,12-01-19,Cattle,cattle,Zambia,genomic RNA
ZAM/1/2020,Foot-and-mouth disease virus - type O,OM259998,639,-N/A-,02-05-20,Swine,pig,Zambia,genomic RNA
ZAM/2/2020,Foot-and-mouth disease virus - type O,OM259999,639,-N/A-,02-05-20,Swine,pig,Zambia,genomic RNA
ZAM/3/2020,Foot-and-mouth disease virus - type O,OM260000,639,-N/A-,03/16/2020,Cattle,cattle,Zambia,genomic RNA
ZAM/4/2020,Foot-and-mouth disease virus - type O,OM260001,639,-N/A-,03/16/2020,Cattle,cattle,Zambia,genomic RNA
ZAM/6/2020,Foot-and-mouth disease virus - type O,OM260002,639,-N/A-,05/15/2020,Cattle,cattle,Zambia,genomic RNA
ZAM/7/2020,Foot-and-mouth disease virus - type O,OM260003,639,-N/A-,05/15/2020,Cattle,cattle,Zambia,genomic RNA
ZAM/8/2020,Foot-and-mouth disease virus - type O,OM260004,639,-N/A-,08-10-20,Cattle,cattle,Zambia,genomic RNA
ZAM/9/2020,Foot-and-mouth disease virus - type O,OM260005,639,-N/A-,08-10-20,Cattle,cattle,Zambia,genomic RNA
ZAM/10/2020,Foot-and-mouth disease virus - type O,OM260006,639,-N/A-,08-10-20,Cattle,cattle,Zambia,genomic RNA
ZAM/11/2020,Foot-and-mouth disease virus - type O,OM260007,639,-N/A-,08/18/2020,Cattle,cattle,Zambia,genomic RNA
ZAM/12/2020,Foot-and-mouth disease virus - type O,OM260008,639,-N/A-,08/18/2020,Cattle,cattle,Zambia,genomic RNA
ZAM/14/2020,Foot-and-mouth disease virus - type O,OM260009,639,-N/A-,10/28/2020,Cattle,cattle,Zambia,genomic RNA
ZAM/15/2020,Foot-and-mouth disease virus - type O,OM260010,639,-N/A-,10/28/2020,Cattle,cattle,Zambia,genomic RNA
ZAM/16/2020,Foot-and-mouth disease virus - type O,OM260011,639,-N/A-,10/28/2020,Cattle,cattle,Zambia,genomic RNA
ZAM/7/2021,Foot-and-mouth disease virus - type O,OM260012,639,-N/A-,03/18/2021,Cattle,cattle,Zambia,genomic RNA
ZAM/9/2021,Foot-and-mouth disease virus - type O,OM260013,639,-N/A-,05-08-21,Cattle,cattle,Zambia,genomic RNA
ZAM/11/2021,Foot-and-mouth disease virus - type O,OM260014,639,-N/A-,05-12-21,Cattle,cattle,Zambia,genomic RNA
NAM13/2021,Foot-and-mouth disease virus - type O,OM260015,633,-N/A-,07/13/2021,Cattle,cattle,Namibia,genomic RNA
60/Kenya/13Jan2016/SAT2,Foot-and-mouth disease virus,OM562581,7008,-N/A-,Jan-16,Cattle,bovine,Kenya,genomic RNA
61/Kenya/13Jan2016/SAT1,Foot-and-mouth disease virus,OM562582,7023,-N/A-,Jan-16,Cattle,bovine,Kenya,genomic RNA
61/Kenya/13Jan2016/SAT2,Foot-and-mouth disease virus,OM562583,7008,-N/A-,Jan-16,Cattle,bovine,Kenya,genomic RNA
62/Kenya/13Jan2016/SAT2,Foot-and-mouth disease virus,OM562584,7008,-N/A-,Jan-16,Cattle,bovine,Kenya,genomic RNA
